step,value,run
320000,168.04119873046875,SAC_1
320000,2008.91748046875,SAC_1
320000,129.2438201904297,SAC_1
330000,170.9499969482422,SAC_1
330000,2047.1016845703125,SAC_1
330000,128.88360595703125,SAC_1
340000,150.52139282226562,SAC_1
340000,2056.458251953125,SAC_1
340000,129.10238647460938,SAC_1
350000,170.33050537109375,SAC_1
350000,1658.5106201171875,SAC_1
350000,131.9768829345703,SAC_1
360000,172.4274139404297,SAC_1
360000,1793.359619140625,SAC_1
360000,125.06175231933594,SAC_1
370000,168.53916931152344,SAC_1
370000,2000.677001953125,SAC_1
370000,132.34176635742188,SAC_1
380000,169.77157592773438,SAC_1
380000,2093.6826171875,SAC_1
380000,131.02796936035156,SAC_1
390000,169.6541748046875,SAC_1
390000,2027.401611328125,SAC_1
390000,127.89363098144531,SAC_1
400000,166.74267578125,SAC_1
400000,1905.9180908203125,SAC_1
400000,10.707079887390137,SAC_1
410000,172.8870391845703,SAC_1
410000,1968.3634033203125,SAC_1
410000,134.39447021484375,SAC_1
420000,175.0158233642578,SAC_1
420000,2069.164794921875,SAC_1
420000,133.4788818359375,SAC_1
430000,171.33827209472656,SAC_1
430000,2042.0272216796875,SAC_1
430000,129.13157653808594,SAC_1
440000,169.9778289794922,SAC_1
440000,1728.9227294921875,SAC_1
440000,136.51290893554688,SAC_1
450000,165.54478454589844,SAC_1
450000,1973.774658203125,SAC_1
450000,144.1870574951172,SAC_1
460000,168.7804412841797,SAC_1
460000,1548.472412109375,SAC_1
460000,141.697021484375,SAC_1
470000,175.10098266601562,SAC_1
470000,2078.44873046875,SAC_1
470000,135.56739807128906,SAC_1
480000,174.2676544189453,SAC_1
480000,2052.190185546875,SAC_1
480000,139.04598999023438,SAC_1
490000,164.70716857910156,SAC_1
490000,1958.73828125,SAC_1
490000,149.52452087402344,SAC_1
500000,173.9403533935547,SAC_1
500000,2036.29052734375,SAC_1
500000,151.7460174560547,SAC_1
510000,176.34194946289062,SAC_1
510000,2047.2236328125,SAC_1
510000,133.32681274414062,SAC_1
520000,175.39295959472656,SAC_1
520000,2011.197509765625,SAC_1
520000,148.98362731933594,SAC_1
530000,176.90892028808594,SAC_1
530000,2032.430908203125,SAC_1
530000,157.9409637451172,SAC_1
540000,179.92152404785156,SAC_1
540000,2082.6259765625,SAC_1
540000,149.18016052246094,SAC_1
550000,182.2336883544922,SAC_1
550000,2022.02734375,SAC_1
550000,150.4717254638672,SAC_1
560000,180.0497283935547,SAC_1
560000,2124.459716796875,SAC_1
560000,144.80279541015625,SAC_1
570000,183.8815460205078,SAC_1
570000,1990.6898193359375,SAC_1
570000,149.96945190429688,SAC_1
580000,187.50450134277344,SAC_1
580000,2071.3203125,SAC_1
580000,149.8437957763672,SAC_1
590000,173.72120666503906,SAC_1
590000,1665.2215576171875,SAC_1
590000,146.29583740234375,SAC_1
600000,178.39381408691406,SAC_1
600000,927.1033935546875,SAC_1
600000,151.51918029785156,SAC_1
610000,178.69065856933594,SAC_1
610000,2086.069580078125,SAC_1
610000,137.2756805419922,SAC_1
620000,180.677490234375,SAC_1
620000,2187.206787109375,SAC_1
620000,153.30747985839844,SAC_1
630000,174.00942993164062,SAC_1
630000,2119.9609375,SAC_1
630000,157.65623474121094,SAC_1
640000,180.1885986328125,SAC_1
640000,2045.468994140625,SAC_1
640000,141.84461975097656,SAC_1
650000,164.06463623046875,SAC_1
650000,2121.026123046875,SAC_1
650000,147.1387481689453,SAC_1
660000,186.63970947265625,SAC_1
660000,2157.353271484375,SAC_1
660000,148.19371032714844,SAC_1
670000,183.63641357421875,SAC_1
670000,970.6275634765625,SAC_1
670000,156.61216735839844,SAC_1
680000,186.99041748046875,SAC_1
680000,2171.60888671875,SAC_1
680000,149.38763427734375,SAC_1
690000,180.21873474121094,SAC_1
690000,2240.768310546875,SAC_1
690000,157.21682739257812,SAC_1
700000,185.24276733398438,SAC_1
700000,2284.7626953125,SAC_1
700000,150.10142517089844,SAC_1
710000,184.99510192871094,SAC_1
710000,2156.51904296875,SAC_1
710000,147.0040283203125,SAC_1
720000,190.1686553955078,SAC_1
720000,2110.793701171875,SAC_1
720000,153.8106689453125,SAC_1
730000,189.15455627441406,SAC_1
730000,2120.183349609375,SAC_1
730000,154.95770263671875,SAC_1
740000,189.92819213867188,SAC_1
740000,2148.251708984375,SAC_1
740000,160.87086486816406,SAC_1
750000,187.3427734375,SAC_1
750000,269.28985595703125,SAC_1
750000,154.61732482910156,SAC_1
760000,188.48733520507812,SAC_1
760000,2300.787353515625,SAC_1
760000,155.24742126464844,SAC_1
770000,191.37655639648438,SAC_1
770000,2250.41796875,SAC_1
770000,163.6629638671875,SAC_1
780000,186.4649658203125,SAC_1
780000,2225.096923828125,SAC_1
780000,146.70065307617188,SAC_1
790000,189.25999450683594,SAC_1
790000,2192.738525390625,SAC_1
790000,162.32823181152344,SAC_1
800000,179.7610626220703,SAC_1
800000,2208.6826171875,SAC_1
800000,151.46446228027344,SAC_1
810000,194.82577514648438,SAC_1
810000,2258.77880859375,SAC_1
810000,131.60243225097656,SAC_1
820000,194.64923095703125,SAC_1
820000,2257.90576171875,SAC_1
820000,142.29055786132812,SAC_1
830000,188.13638305664062,SAC_1
830000,2371.227783203125,SAC_1
830000,151.8943328857422,SAC_1
840000,197.5999755859375,SAC_1
840000,2210.8662109375,SAC_1
840000,149.25416564941406,SAC_1
850000,194.14002990722656,SAC_1
850000,2253.82763671875,SAC_1
850000,161.25567626953125,SAC_1
860000,199.15072631835938,SAC_1
860000,2280.810302734375,SAC_1
860000,169.63150024414062,SAC_1
870000,197.96966552734375,SAC_1
870000,2242.913818359375,SAC_1
870000,160.46034240722656,SAC_1
880000,193.39276123046875,SAC_1
880000,2193.61328125,SAC_1
880000,151.6953582763672,SAC_1
890000,193.8167724609375,SAC_1
890000,2172.63623046875,SAC_1
890000,165.30499267578125,SAC_1
900000,192.79617309570312,SAC_1
900000,2228.69287109375,SAC_1
900000,158.8424530029297,SAC_1
910000,196.29086303710938,SAC_1
910000,2394.38232421875,SAC_1
910000,155.88909912109375,SAC_1
920000,196.80224609375,SAC_1
920000,2191.61083984375,SAC_1
920000,154.1283416748047,SAC_1
930000,202.14700317382812,SAC_1
930000,2348.062744140625,SAC_1
930000,159.78733825683594,SAC_1
940000,204.22549438476562,SAC_1
940000,2270.753662109375,SAC_1
940000,168.29354858398438,SAC_1
950000,185.54896545410156,SAC_1
950000,2350.09375,SAC_1
950000,155.47012329101562,SAC_1
960000,196.7034149169922,SAC_1
960000,2504.897705078125,SAC_1
960000,158.4710693359375,SAC_1
970000,201.55963134765625,SAC_1
970000,1856.986328125,SAC_1
970000,148.6591796875,SAC_1
980000,197.45382690429688,SAC_1
980000,2465.464599609375,SAC_1
980000,151.70816040039062,SAC_1
990000,195.07058715820312,SAC_1
990000,2401.657470703125,SAC_1
990000,157.687744140625,SAC_1
1000000,195.33364868164062,SAC_1
1000000,2390.756103515625,SAC_1
1000000,163.14044189453125,SAC_1
